timestamp,asset_type,output_current,pump_voltage,bearing_vibration,exhaust_chemical_percentage,compressor_temperature,intake_air_temperature,bearing_risk,compressor_risk,pump_risk,exhaust_path_risk,cooling_or_lubrication_risk,shutdown_risk
2025-01-01 00:00:00,gas_turbine,124.96714153011233,426.0559089331628,0.041252245026479076,4.640714411451804,525.5652489332549,15.460962210613046,0.41252245026479073,1.0,0.17430113833546484,0.7734524019086341,0.7062612251323954,0.5772144479638727
2025-01-01 01:00:00,gas_turbine,118.61735698828815,412.622677406579,0.03570594458874747,3.4636035117112276,543.536417442788,20.69807494610249,0.3570594458874747,1.0,0.3422165324177627,0.5772672519518712,0.6785297229437374,0.5689938100337295
2025-01-01 02:00:00,gas_turbine,126.47688538100692,426.9568473608453,0.041222975030322836,3.0749559398537225,529.0663983082547,22.931972332891778,0.41222975030322834,1.0,0.16303940798943373,0.512492656642287,0.7061148751516142,0.5487490473834068
2025-01-01 03:00:00,gas_turbine,135.23029856408024,430.84510287043963,0.045432980290363884,2.5917713644323035,534.5668977934789,34.43843828670095,0.45432980290363884,1.0,0.1144362141195046,0.4319618940720506,0.7271649014518194,0.5478153533925615
2025-01-01 04:00:00,gas_turbine,117.65846625276664,423.3074792257896,0.04048860070325704,2.418116194246433,573.4690418059707,27.78276562266879,0.4048860070325704,1.0,0.20865650967762975,0.40301936570773883,0.7024430035162852,0.543987641319328
2025-01-01 05:00:00,gas_turbine,117.6586304305082,435.0143665004645,0.040405916912038826,2.549518434196706,566.809221035807,18.322592154500544,0.40405916912038825,1.0,0.062320418744193515,0.42491973903278435,0.7020295845601942,0.5165797253002725
2025-01-01 06:00:00,gas_turbine,135.79212815507393,413.8096864071714,0.032980083121932444,3.6602759906068902,514.008375261448,27.430181447088184,0.3298008312193244,1.0,0.3273789199103575,0.6100459984344817,0.6649004156096622,0.5584007163132494
2025-01-01 07:00:00,gas_turbine,127.67434729152909,410.04276237350865,0.03337099082449052,3.8052350139379603,556.5946483575835,17.26348005530817,0.3337099082449052,1.0,0.37446547033114186,0.6342058356563267,0.6668549541224527,0.5717976409298231
2025-01-01 08:00:00,gas_turbine,115.30525614065049,405.7702380087658,0.025973947282003064,2.5512855787807203,556.2279310898318,30.413455269435367,0.2597394728200306,1.0,0.42787202489042786,0.42521426313012006,0.6298697364100153,0.5319916204191099
2025-01-01 09:00:00,gas_turbine,125.42560043585965,431.9683544919135,0.05749576743186939,4.037022988445669,517.0347342249477,22.64437674091061,0.5749576743186938,1.0,0.1003955688510814,0.6728371647409448,0.7874788371593469,0.6173458999717883
2025-01-01 10:00:00,gas_turbine,115.36582307187538,425.2349252508325,0.027561367646087152,3.2101633689899365,556.3755528750972,24.531819056304144,0.2756136764608715,1.0,0.18456343436459405,0.5350272281649894,0.6378068382304357,0.5006608802737663
2025-01-01 11:00:00,gas_turbine,115.34270246429743,419.55532263271635,0.03307094802204093,3.5880758071913297,570.758638368251,31.62898323771095,0.33070948022040925,1.0,0.25555846709104557,0.5980126345318882,0.6653547401102047,0.5431967489595616
2025-01-01 12:00:00,gas_turbine,122.41962271566034,422.23974901055857,0.03281592734430803,4.467332376953254,517.5491038751118,18.56418215707875,0.32815927344308027,1.0,0.22200313736801788,0.7445553961588757,0.6640796367215401,0.5501198764667232
2025-01-01 13:00:00,gas_turbine,100.86719755342202,410.996087621613,0.048949243769444414,4.038103589519319,521.6499435797148,18.014409074435044,0.4894924376944441,1.0,0.3625489047298373,0.6730172649198866,0.744746218847222,0.6356084825157338
2025-01-01 14:00:00,gas_turbine,102.75082167486967,439.56601583693464,0.03705050321707972,3.3388816112565007,560.3532293368701,22.082003368269977,0.37050503217079717,1.0,0.005424802038317011,0.5564802685427501,0.6852525160853986,0.5049350001302573
2025-01-01 15:00:00,gas_turbine,114.37712470759027,421.0337694558018,0.05247742072673734,2.9652846647508273,545.4299062165129,30.191894255096585,0.5247742072673733,1.0,0.23707788180247746,0.49421411079180455,0.7623871036336867,0.6067466703466253
2025-01-01 16:00:00,gas_turbine,109.87168879665576,420.87515835683917,0.033265093757561315,2.208910759202417,551.0295255047905,17.403269622615788,0.33265093757561315,1.0,0.23906052053951043,0.3681517932004028,0.6663254687878066,0.5176876584581876
2025-01-01 17:00:00,gas_turbine,123.14247332595274,425.80613299118954,0.04278994162223802,3.0685080084545477,546.8117843280099,10.839222009447155,0.4278994162223802,1.0,0.1774233376101307,0.5114180014090913,0.7139497081111901,0.5577862341518873
2025-01-01 18:00:00,gas_turbine,110.91975924478788,423.8480738538937,0.03164652946740243,3.373321856703383,547.8139184185629,22.744205707955008,0.3164652946740243,1.0,0.20189907682632863,0.5622203094505639,0.6582326473370121,0.5231879641799319
2025-01-01 19:00:00,gas_turbine,105.87696298664709,421.79107219423304,0.06145149127773389,2.90769228370929,513.4705574337784,27.7587039995546,0.6145149127773388,1.0,0.22761159757208702,0.48461538061821496,0.8072574563886694,0.6397898226871744
2025-01-01 20:00:00,gas_turbine,134.65648768921554,413.6762043564375,0.028124015809704875,3.421245819744617,560.946354132429,31.001308748694147,0.2812401580970487,1.0,0.3290474455445313,0.5702076366241028,0.6406200790485244,0.535326316010136
2025-01-01 21:00:00,gas_turbine,117.74223699513465,423.771746857088,0.043098207102270275,3.546111129775261,563.3917998485555,22.684193189573005,0.43098207102270275,1.0,0.2028531642864003,0.5910185216292102,0.7154910355113514,0.5720653134292821
2025-01-01 22:00:00,gas_turbine,120.67528204687923,435.05619597180026,0.04633776880932099,3.365086410915153,535.4121851186394,22.942866964419988,0.46337768809320984,1.0,0.0617975503524967,0.5608477351525255,0.731688844046605,0.5537953588230359
2025-01-01 23:00:00,gas_turbine,105.75251813786544,430.7633603692398,0.044137990974514985,3.1099984515059242,539.1304610037228,30.769503671278734,0.44137990974514985,1.0,0.11545799538450226,0.5183330752509874,0.7206899548725749,0.5514768705000591
2025-01-02 00:00:00,gas_turbine,114.55617275474818,432.74549301311515,0.038147123411222915,3.6011928031800364,509.37784994888557,15.651291501522897,0.3814712341122291,1.0,0.09068133733606061,0.6001988005300061,0.6907356170561145,0.5307446411651043
2025-01-02 01:00:00,gas_turbine,121.10922589709867,415.9102745885505,0.03870179300266574,3.7651643897416456,550.2850951203567,23.057396124084953,0.3870179300266574,1.0,0.3011215676431185,0.6275273982902743,0.6935089650133287,0.5777842253683141
2025-01-02 02:00:00,gas_turbine,108.49006422577698,412.0831614379314,0.0404381147197911,2.8457605535342925,551.4411488342829,25.95211944962529,0.40438114719791096,1.0,0.3489604820258577,0.47429342558904874,0.7021905735989555,0.5789738978432408
2025-01-02 03:00:00,gas_turbine,123.75698018345672,418.9937046392028,0.038529979983715115,4.346559427847762,538.7561796600138,27.24609360642517,0.3852997998371511,1.0,0.262578692009965,0.7244265713079603,0.6926498999185755,0.5790783154676494
2025-01-02 04:00:00,gas_turbine,113.99361310081196,420.44579929830957,0.0496387911679491,3.440847120629443,562.48706719741,22.450966534045588,0.496387911679491,1.0,0.24442750877113043,0.5734745201049072,0.7481939558397455,0.6047881184365133
2025-01-02 05:00:00,gas_turbine,117.08306250206724,428.7535321477676,0.06210523001591352,3.5113097737669086,533.3184553804012,25.172205058529208,0.6210523001591352,1.0,0.140580848152905,0.5852182956278181,0.8105261500795675,0.6350589192570169
2025-01-02 06:00:00,gas_turbine,113.98293387770603,406.46028296228144,0.03442508214992167,3.924928653953934,551.292118517872,12.558363232935053,0.34425082149921665,1.0,0.419246462971482,0.654154775658989,0.6721254107496083,0.586965098759882
2025-01-02 07:00:00,gas_turbine,138.52278184508938,432.2364025556849,0.02630197020420922,3.639929678758101,519.6067132261577,21.70875793833076,0.2630197020420922,1.0,0.09704496805393888,0.6066549464596834,0.6315098510210461,0.485282369073593
